Temperature (°C),Pressure (kPa),Temperature x Pressure,Material Fusion Metric,Material Transformation Metric,Quality Rating
103.7579601,9.835010318,1020.460608,11717.02953,1116931.825,100
223.5270994,8.755405942,1957.070494,50635.52849,11168312.74,99.99957454
222.4191445,13.09359663,2912.266561,51715.07182,11002964.99,99.99965472
223.3867994,7.398078113,1652.632991,50306.57049,11147317.86,99.9995856
288.7496157,11.99278734,3462.912736,85101.22657,24074742.47,80.09807199
236.3640598,13.69747259,3237.59023,58437.89893,13204992.29,99.99556017
171.9015801,21.60005894,3713.084262,39627.93174,5079251.473,99.99999999
187.4063908,23.65612365,4433.308753,48359.41037,6581369.341,99.99999974
239.5262392,11.16676869,2674.734108,58765.27872,13742170.93,99.99224098
112.0450943,10.85284099,1216.007593,13832.3959,1406507.889,100
233.3533431,16.33036549,3810.74538,58808.77827,12706705.56,99.99740884
234.1275739,7.748288528,1814.087995,55280.89693,12833811.7,99.99702141
142.0765122,11.99424369,1704.100311,21911.24979,2867775.009,100
125.7852595,6.064327583,762.8030189,16044.95365,1990128.986,100
163.0856702,12.58136288,2051.839996,28588.44845,4337420.812,100
172.7421542,7.283026914,1258.085758,30226.16165,5154547.244,99.99999999
214.0393541,16.23625824,3475.198226,50092.98387,9805488.157,99.9999312
187.7203027,17.83187469,3347.404914,40909.01586,6614741.26,99.99999972
297.6747676,24.74183073,7365.018714,103756.1815,26376428.56,28.54116747
120.4089621,8.902773245,1071.973687,15203.94638,1745648.184,100
141.7753512,9.144042976,1296.399904,20864.81585,2849636.42,100
132.2619036,23.94839037,3167.459698,31228.22134,2313111.879,100
230.6216651,22.29281677,5141.206523,64265.20642,12265428.18,99.99842024
150.6583205,17.32108099,2609.564971,27894.5976,3419331.923,100
193.2621546,21.82814474,4218.554282,47750.67073,7217915.329,99.99999906
148.8851184,9.193842894,1368.826388,22943.90411,3300218.912,100
131.7939167,22.48057646,2962.803222,28730.78744,2288707.048,100
122.0750282,22.34615019,2727.906916,26060.87219,1818700.871,100
231.2659179,9.96224497,2303.927727,54472.64098,12368909.71,99.99822306
127.6365903,15.16746629,1935.92368,19780.40564,2079110.298,100
139.3164723,23.59548528,3287.239772,32545.79335,2703447.735,100
173.7450341,18.58299992,3228.703956,36604.56497,5244554.55,99.99999999
264.198646,18.21038211,4811.158295,75839.81533,18440978.13,99.52356091
119.4202552,16.19529201,1934.045904,18509.01973,1702813.538,100
267.5889815,10.37663129,2776.672199,72721.16137,19160297.1,99.18592692
119.2196816,24.56830743,2929.025789,29042.80534,1693905.37,100
295.291893,13.95019291,4119.378873,89912.11957,25748461.79,49.00235748
193.7302403,11.22900193,2175.397243,38947.27631,7270842.217,99.99999895
295.3522176,19.57161419,5780.519655,94729.80175,25764057.01,48.56821837
220.9691039,17.15409627,3790.525281,53875.16105,10789040.39,99.9997377
247.8527159,11.84482616,2935.772334,63092.79678,15225692.15,99.96740803
107.8375585,11.07583182,1194.390661,12987.65616,1253913.716,100
156.5613925,9.290133703,1454.476269,25313.26933,3837463.511,100
124.0393122,6.569728735,814.9046339,15669.30925,1908394.809,100
159.2280395,17.51421813,2788.754616,30726.01709,4036692.269,100
123.7455438,15.11387276,1870.274404,18765.40871,1894682.085,100
163.5966359,9.696968215,1586.391378,27675.67676,4378383.309,100
182.8525989,6.102490512,1115.85625,33662.33205,6113652.739,99.99999991
112.8294993,5.378021365,606.7994577,12886.04503,1436346.555,100
238.4944239,19.76991859,4715.015345,64606.6566,13565074.25,99.99352943
213.3202908,8.765063783,1869.765955,46178.93428,9707179.585,99.99994025
153.0778982,10.33287239,1581.734387,24536.06563,3586943.574,100
204.6496107,5.282243876,1081.009153,42028.84886,8570997.228,99.99998954
118.7881022,8.012781097,951.8230594,14625.07111,1676108.759,100
215.1892991,22.48891435,4839.373717,57680.23142,9964143.423,99.99991386
285.8592395,9.841216695,2813.20272,82668.62219,23359035.21,86.95630401
163.7137905,24.07916397,3942.091205,40763.45225,4387310.8,100
233.482076,8.286936768,1934.8512,55082.97128,12727945.16,99.99734754
126.3595725,10.06522917,1271.838055,16986.43823,2017449.328,100
243.2654408,22.35419937,5438.004164,70348.6968,14395480.72,99.98513385
157.8812186,13.53216677,2136.47498,27404.48331,3935239.789,100
136.6382724,10.35657878,1415.105033,19780.85091,2550931.676,100
217.302587,18.85627525,4097.517393,53924.93487,10260762.63,99.99987012
104.0215092,6.02456808,626.6846641,11039.13862,1125525.781,100
265.7880058,22.81210353,6063.183507,82514.50177,18775611.89,99.3871567
100.9390952,21.83123091,2203.624696,20593.5233,1027961.653,100
235.5633074,6.715940703,1582.029204,55792.98662,13071379.73,99.99614937
154.0015946,20.97237493,3229.779183,32940.99124,3651937.616,100
247.0388044,24.22340884,5984.121958,75241.82614,15075739.6,99.9716252
292.437709,14.84139238,4340.182787,88788.88156,25008998.12,66.08591045
149.7506287,16.363067,2450.379571,26806.46136,3357927.656,100
215.2314669,18.5959348,4002.430326,52755.22207,9970162.431,99.99991313
218.4083863,10.33453886,2257.149956,48805.97977,10418458.78,99.9998392
214.4503812,17.99322518,3858.653998,51814.38333,9862027.527,99.99992543
144.6163265,14.49735,2096.553502,23960.83572,3024278.6,100
290.5498023,13.11083609,3809.350835,86672.86198,24527806.38,74.16229245
189.4250757,23.05603119,4367.390454,48137.99762,6796392.337,99.99999959
269.2817345,20.9580622,5643.623341,81718.27955,19525893.61,98.93931871
239.8958551,23.69215256,5683.649198,70848.85518,13805450.24,99.99172553
159.4873902,21.7330365,3466.145272,35701.28138,4056285.235,100
262.7595639,5.836212023,1533.520526,69241.37782,18141566.37,99.62113979
179.3011482,17.13058782,3071.534065,37175.99332,5764041.536,99.99999996
276.2206394,18.95273763,5235.137307,83105.78371,21074679.4,96.91194006
216.2545745,18.29714951,3956.842283,52891.66465,10113035.51,99.99989398
276.3470724,10.4391287,2884.822653,77505.31272,21103882.56,96.85148977
238.506318,13.51260703,3222.842149,59352.53807,13567312.21,99.99351447
245.050856,5.780582762,1416.536754,60243.08097,14715251.37,99.97978007
200.2648764,6.881882554,1378.199359,40431.94879,8031779.92,99.99999579
291.2167269,16.21023801,4720.692457,89066.77574,24697007.21,71.5519405
228.7980398,16.64823529,3809.083601,56962.83017,11976966.87,99.99886789
184.7710097,9.024585812,1667.481833,34875.31672,6308061.069,99.99999986
221.2786428,13.96405447,3089.947023,51687.15602,10834545.09,99.99972178
103.8386397,14.44154519,1499.590408,13794.36616,1119427.741,100
160.3149633,5.226735551,837.9239182,25843.67543,4120209.514,100
232.0347075,7.850415666,1821.568903,54323.91896,12492711.5,99.9979572
158.0155214,17.48600115,2763.059589,30315.42885,3945168.786,100
223.6030858,24.85640216,5557.968224,65355.63759,11179165.26,99.99956872
185.7537402,18.00783496,3345.022696,40344.07089,6409006.729,99.99999982
127.0948128,7.404333344,941.0523606,16559.02775,2052919.311,100
159.6564652,21.42880594,3421.24741,35330.16008,4069213.94,100
213.9929821,13.63075442,2916.885788,48325.55604,9799194.064,99.99993181
218.1745522,6.674004184,1456.097875,47897.41096,10385093.65,99.99984626
214.8650498,16.99649167,3651.952028,51076.94852,9919383.64,99.99991912
230.640164,9.560921963,2205.132609,54068.86086,12268785.64,99.99841418
230.420654,13.33563495,3072.805726,55465.2759,12233702.12,99.9984765
186.2836871,11.365885,2117.278964,36169.89508,6464215.062,99.9999998
279.3093192,17.85707895,4987.648564,83707.87662,21789633.38,95.07358525
173.512374,13.62069346,2363.358857,32633.4998,5223672.388,99.99999999
187.1729851,7.079641864,1325.117701,35388.56739,6557317.014,99.99999975
278.384671,9.313511323,2592.738785,78305.89293,21574175.47,95.71341992
261.2387978,15.00890547,3920.908422,71626.72424,17828201.83,99.7031496
240.7777167,20.78368454,5004.248109,66951.66131,13958393.44,99.99034554
120.0453775,5.194865305,623.6195664,14551.08453,1729934.061,100
283.8965227,17.24854568,4896.802141,85728.89061,22880977.43,90.23491415
242.8482599,7.317635174,1777.074969,59367.12049,14321989.93,99.98616181
299.7694013,17.08098848,5120.357689,94845.24602,26937494.44,4.052686484
129.8896609,21.73615271,2823.301505,27140.794,2190938.096,100
273.6252115,9.56965933,2618.500058,75747.13025,20486434.96,97.92240209
132.4985869,14.91029505,1975.593025,20870.68609,2325906.385,100
223.1119129,20.48105852,4569.568143,58370.19224,11105851.85,99.99960667
124.7639966,8.511549585,1061.934943,16182.68662,1942010.766,100
269.6016459,8.051222854,2170.622933,73206.94535,19595943.6,98.88478506
261.4637917,23.10091737,6040.053449,80691.17401,17873997.75,99.69229409
213.8201477,18.89293303,4039.689731,52462.75422,9775298.273,99.99993411
181.4366594,19.73146726,3580.011506,40601.32933,5972371.487,99.99999993
113.8333991,21.87937255,2490.603348,23431.8503,1474579.345,100
239.4857546,15.78851562,3781.124577,61289.14404,13735079.39,99.99229685
190.7085365,14.76810998,2816.404642,39590.62746,6935802.919,99.99999946
244.4111199,16.12514703,3941.165244,63929.66217,14600077.07,99.98188643
273.2764652,19.34035938,5285.265046,81914.2782,20407919.59,98.03114229
295.104301,12.8187461,3782.867108,89192.92805,25699450.69,50.34467615
271.1606685,6.903364934,1871.92105,73857.09798,19937883.3,98.57918104
102.3428168,7.711937692,789.2614266,10932.71181,1071884.528,100
171.9956129,24.47805916,4210.118788,44249.14126,5087459.47,99.99999999
245.9981125,6.034353247,1484.439509,60734.80278,14886556.91,99.97622329
134.3259355,19.23238675,2583.408341,25157.22254,2423334.347,100
204.2073212,23.87363057,4875.170147,55307.41144,8515004.006,99.99999046
110.8675977,7.585190945,840.9518979,12728.0391,1362685.313,100
139.999305,19.44528756,2722.326743,26952.44213,2743581.014,100
103.7043589,11.04913196,1145.843146,12103.50873,1115176.198,100
258.7395407,9.739300366,2519.942103,67869.96123,17321521.22,99.80173937
144.7849376,22.05245216,3192.862911,31687.02043,3034593.739,100
169.0703361,23.18707383,3920.246367,41051.08605,4832300.48,100
285.6162587,11.94101019,3410.546655,83279.2887,23299474.19,87.41428966
240.8828804,17.65295073,4252.29362,63525.69231,13976812.02,99.99016565
106.3677859,8.518752687,906.120862,11932.3045,1203383.823,100
132.9388313,20.79518873,2764.488086,26665.40167,2348960.013,100
224.2956803,22.62479776,5074.644405,61889.76702,11283479.06,99.99950883
215.4457177,11.37344704,2450.360461,47888.07291,10000183.78,99.9999094
147.5785643,18.05933968,2665.171422,27669.30116,3213851.259,100
286.8427996,22.52835396,6462.096119,93712.53354,23600571.42,84.93575723
222.7931912,5.307498125,1182.474445,49786.3158,11058714.25,99.99962941
207.1265606,22.11470524,4580.542835,53716.83401,8885532.875,99.99998268
217.9819953,16.44228688,3584.122502,51961.30276,10357394.89,99.99985191
246.0244059,13.2803077,3267.279811,62870.21065,14891190.92,99.97611946
162.3889991,15.45231694,2509.286281,30059.80008,4281989.503,100
179.6442124,21.48124016,3858.980471,42184.42555,5797024.317,99.99999996
141.9687498,19.44259099,2760.240336,27504.70421,2861020.014,100
137.2386012,15.02529701,2062.050744,22226.53795,2584585.569,100
288.874478,14.75304652,4261.778612,86659.49975,24105913.84,79.73426089
247.910159,22.98515425,5698.253246,73602.90195,15235892.95,99.96710099
198.0917617,9.646844072,1910.960337,40138.09681,7773096.221,99.99999734
145.4829256,6.914033916,1005.873882,21495.79918,3079139.29,100
150.8712964,18.57276237,2802.096736,29168.77605,3433809.839,100
111.6058321,19.04423424,2125.447609,19362.87905,1389784.132,100
186.8833251,16.36772054,3058.854038,39310.32678,6526702.721,99.99999977
162.3591764,10.2507309,1664.300227,27437.62317,4279764.343,100
239.2686978,10.91906121,2612.589556,58551.3446,13697896.41,99.99258372
175.5503679,17.34086458,3044.195156,36032.42647,5409798.533,99.99999998
135.9207355,10.45916685,1421.617651,19618.61823,2510950.941,100
104.9357457,14.99242425,1573.241218,14381.39967,1155276.316,100
113.4499263,11.641487,1320.725842,14448.58922,1460065.518,100
235.8785547,15.20876352,3587.421159,59156.57824,13123743.08,99.9959277
190.7393689,9.587277994,1828.671354,37262.73013,6939293.741,99.99999946
207.3158422,8.961209566,1857.800709,43699.47293,8910325.247,99.99998199
279.3342586,19.6799668,5497.288934,85649.70068,21795402.33,95.05529358
298.0677895,12.71455075,3789.798035,90899.83886,26481494.38,24.4513171
143.3793969,9.651323823,1383.800989,21456.65346,2947450.518,100
232.6156406,22.16840803,5156.718435,65004.44134,12586349.31,99.99773207
152.6644753,13.03400953,1989.830227,25520.73001,3557895.86,100
104.1301999,7.317403305,761.9626689,11234.90443,1129040.473,100
251.6757308,19.16095928,4822.348428,70375.47327,15940943.14,99.93802333
164.0034302,10.59943978,1738.344483,28087.95228,4411108.431,100
176.6927788,16.30484491,2880.948355,35554.94797,5516142.446,99.99999998
217.6634227,17.47386081,3803.420351,52712.76105,10312014.22,99.99986074
266.209691,24.25148742,6455.980974,85130.73948,18865053.66,99.34499491
225.7963687,8.822024012,1991.980987,51670.60156,11511924.26,99.99934972
274.5301311,10.68344115,2932.926498,76586.1572,20690341.39,97.61340217
154.708407,23.64439664,3657.986938,37153.26828,3702338.887,100
259.6093668,19.36585813,5027.558165,74659.92622,17496523.51,99.7717784
137.1271889,13.98661994,1917.945874,21540.00597,2578325.648,100
290.5583314,19.69546794,5722.682302,92064.24162,24529750.48,74.1336067
237.4976553,13.26770246,3151.048226,58740.67552,13395911.58,99.99457195
143.1015354,13.20103043,1889.087723,22778.55611,2930266.05,100
289.4741181,8.128335084,2352.94263,84332.30278,24256494.38,77.88817712
246.1711614,15.44096493,3801.12027,64281.72801,14917793.2,99.97551522
150.7883285,10.25328828,1546.076202,23815.0474,3428387.193,100
142.6623955,17.67186872,2521.111124,25871.39433,2903232.538,100
203.6401428,12.97212366,2641.645114,43652.20473,8444647.476,99.9999915
105.1325436,22.07442065,2320.739992,21809.27647,1161527.136,100
141.4940151,20.42725182,2890.333878,28544.28913,2832371.623,100
184.9370938,7.958664664,1471.852313,34705.8332,6325104.956,99.99999985
174.8339961,16.82183926,2941.02938,35327.07397,5343854.877,99.99999999
192.7150849,19.27481241,3714.547109,44300.05128,7156894.049,99.99999916
155.5257413,15.28881823,2377.804789,27761.98631,3761662.726,100
217.3568693,7.27894564,1582.128836,47629.66937,10268756.83,99.99986869
272.7711212,15.06494788,4109.282724,77823.11447,20295058.61,98.17821808
123.5063712,13.65797979,1686.847522,17801.5889,1883757.875,100
203.4758214,11.51508872,2343.042136,42929.27921,8424256.768,99.99999179
126.4136213,16.65071143,2104.876729,20596.74997,2019863.448,100
243.3719362,11.49744666,2798.155855,60749.76154,14414763.1,99.98485263
179.2119406,9.71113374,1740.351123,33032.73897,5755641.187,99.99999996
213.0842624,19.71802551,4201.600921,53071.28164,9674681.436,99.99994299
136.6559672,9.267420428,1266.448302,19470.78654,2551944.267,100
128.9695519,21.10576511,2722.001068,26034.77847,2144723.843,100
197.6112561,24.58322012,4857.921008,53906.7018,7716156.429,99.9999976
171.1225476,13.82477433,2365.730603,31925.17778,5010777.822,99.99999999
288.0863891,21.24784772,6121.215725,92586.55531,23908923.34,81.93357087
253.0650508,8.367354568,2117.485008,64627.74035,16206701.7,99.92188094
249.732724,20.94607004,5230.919129,71556.26716,15574500.56,99.95524621
280.7439479,24.24934317,6807.856337,93076.5212,22126853.84,93.89188241
116.6844871,15.34046788,1789.994627,17225.34114,1588455.411,100
210.438494,10.11439608,2128.45828,45319.07267,9319031.672,99.99996625
216.8952138,8.216525366,1782.125026,47598.24198,10203449.8,99.99987991
292.3872757,23.33253659,6822.136808,98192.72139,24995737.06,66.33680638
158.4295054,11.49145077,1820.584862,26617.39378,3976433.982,100
148.165756,14.94007462,2213.60745,25287.803,3252473.155,100
120.0587885,13.66863102,1641.03928,16967.84317,1730354.074,100
103.2859259,13.70431041,1415.46239,13241.76332,1101664.641,100
285.9058634,20.30516521,5805.36579,90113.97692,23370151.3,86.8691335
233.9833093,23.70316639,5546.145312,68065.57833,12809600.61,99.99709912
257.0305824,17.73549354,4558.564235,71643.37955,16980338.99,99.84993444
156.3460212,24.14276445,3774.625161,38516.24569,3821151.514,100
217.2820332,8.808893372,1914.014262,47895.02216,10258129.2,99.99987058
112.7910532,16.27874553,1836.096854,17035.64947,1434642.669,100
197.1255192,18.71013971,3688.246004,45408.31635,7659646.066,99.99999783
295.4990279,19.29952659,5702.991348,94508.20351,25802506.76,47.48315142
275.3010491,20.11694902,5538.21717,83931.82867,20864845.61,97.31561684
167.6317904,11.66300203,1955.089912,29686.88418,4710387.21,100
292.3140309,22.64389159,6619.127226,97058.05357,24976988.27,66.68858918
146.3403253,7.634111249,1117.178324,21860.40417,3133891.611,100
289.8637645,10.57071429,3064.067036,85202.17358,24354532.18,76.6035948
288.2755409,14.37428001,4143.753346,86072.80018,23956294.4,81.42593203
259.8405175,16.83996185,4375.704402,72292.64357,17543393.19,99.76306872
226.0895874,10.90568363,2465.661513,52413.55739,11556789.8,99.99931332
274.8575933,23.1565129,6364.743405,87963.77666,20764046.99,97.49158094
158.6040569,14.03693663,2226.315096,27921.02296,3989527.17,100
269.7887111,7.006746682,1890.341156,73129.94134,19636778.17,98.85180586
223.5753384,21.38103532,4780.272206,59760.24382,11175164.5,99.99957087
102.6473716,24.30907792,2495.262953,24901.47715,1080951.342,100
169.4467036,11.926553,2020.915091,30408.65006,4865042.919,100
129.6281722,16.09287169,2086.089543,20971.20329,2177943.218,100
296.365878,16.66141206,4937.874012,92457.98579,26030347.61,40.60476604
195.6740614,21.03241838,4115.498725,47592.29406,7491592.299,99.99999841
199.4782731,8.036765477,1603.160099,40310.6729,7937491.36,99.99999643
227.8945033,21.82508128,4973.816057,62331.93667,11835430.85,99.99904146
173.7169212,19.43219003,3375.700224,37515.35817,5241976.718,99.99999999
127.3800543,5.698401919,725.8627461,16410.71552,2066795.304,100
264.4235466,16.33830343,4320.232138,74281.16133,18488177.73,99.50620174
137.9695824,5.560675342,767.2040547,19207.54792,2626303.642,100
202.2637965,14.92879895,3019.555552,44237.81044,8274519.178,99.99999361
144.8634058,16.98826236,2460.977543,25888.23683,3039728.833,100
119.5688969,17.69759411,2116.081806,19839.69319,1709129.967,100
272.4383035,23.53757337,6412.536558,87262.85347,20220533.16,98.2696718
294.5838978,10.94114038,3223.083779,88089.42093,25563774.57,53.89141904
292.1669316,21.89131719,6395.918974,95852.4868,24939332.96,67.38482476
281.3110998,14.04442427,3950.852437,81906.13934,22261619.64,93.34992318
254.8094665,18.33879719,4672.899129,71095.41231,16543898.14,99.8957774
166.6290304,21.15886846,3525.681736,37238.01082,4626046.285,100
116.220278,19.48082332,2264.066702,20900.17372,1569425.576,100
181.4482343,20.91001178,3794.084716,42065.91674,5973466.768,99.99999993
146.4468284,17.72139014,2595.241382,27012.03482,3140483.275,100
126.497527,21.01561218,2658.422968,25283.2946,2023724.248,100
110.6854364,23.18026954,2565.718248,24706.60173,1355499.379,100
245.1188728,23.08837683,5659.396905,72391.05547,14727008.34,99.97955272
102.2854917,11.55776439,1182.191614,12006.23015,1070010.15,100
254.1161497,24.43945655,6210.460599,79172.38811,16408957.54,99.90706786
129.3893291,6.153339926,796.1765247,16974.58603,2166146.331,100
115.9044165,17.32805387,2008.397973,18636.78036,1556740.403,100
117.9206068,14.90449115,1757.546642,17216.21066,1639495.676,100
234.4095615,9.609521403,2252.563698,55835.2136,12880207.32,99.99686706
149.073442,15.70296097,2340.894441,26094.97406,3312596.284,100
184.1078933,6.319093194,1163.394936,34148.04371,6240429.006,99.99999988
211.4737583,16.07428315,3399.28907,48874.46517,9457091.374,99.99995854
272.1102348,22.08930884,6010.727014,84822.18343,20147636.81,98.35498586
245.4088525,7.819448251,1918.961823,60703.61546,14779810.91,99.97850209
154.065581,11.50704373,1772.839379,25259.87458,3656799.536,100
126.2965599,17.62246542,2225.656759,21423.50036,2014223.272,100
111.0748641,12.18602557,1353.561134,14147.24072,1370251.569,100
160.3197269,13.30006054,2132.262074,28055.08396,4120427.235,100
152.4236298,11.76901796,1793.876438,24863.08707,3541114.033,100
191.2281134,14.65339791,2802.141637,39714.59928,6992651.517,99.99999939
236.6562671,12.46391907,2949.664562,57942.4496,13254060.22,99.99532354
239.1250891,7.884966465,1885.493309,57671.03787,13673303.7,99.99276797
156.7037693,8.976255924,1406.613138,25279.31672,3847948.362,100
175.9853912,6.5849318,1158.851799,31256.38929,5450375.183,99.99999998
136.2301923,14.35314135,1955.331207,21515.59423,2528044.532,100
257.7091025,21.90807869,5645.911296,76929.06864,17115007.6,99.83238557
111.3696153,6.811021668,758.5408628,12719.15461,1381292.243,100
239.3994483,18.17450995,4350.967656,63315.36936,13720153.82,99.99241322
255.7390792,13.40446321,3428.045078,67810.98567,16725789.47,99.87853677
255.4815124,22.42762043,5729.842387,76551.85493,16674980.51,99.88360167
151.8845129,12.26627092,1863.056583,24914.50557,3503658.975,100
174.7626276,18.88886777,3301.068164,37281.3224,5337239.188,99.99999999
217.519927,12.98224453,2823.896883,49502.92893,10291769.12,99.99986451
154.5643805,15.83896882,2448.140403,27863.71628,3692315.008,100
174.1705598,20.49891283,3570.307124,38949.13834,5283110.594,99.99999999
139.410856,24.35714167,3395.649971,33885.75675,2708910.638,100
191.9711768,7.697748951,1477.745925,37309.06543,7074641.602,99.99999929
108.9224603,15.58194122,1697.223373,15647.34925,1292024.419,100
259.9591769,7.645372848,1987.484833,68025.6589,17567663.93,99.7584382
115.3912894,5.610074403,647.353719,13491.71517,1536420.816,100
203.7670298,19.95901241,4066.988675,49471.91804,8460212.974,99.99999128
161.3620199,24.66542638,3980.063022,41043.73394,4200887.72,100
215.5085898,16.90806566,3643.833387,51277.67546,10008784.77,99.9999083
291.8866682,6.4486529,1882.275809,85465.99509,24868068.29,68.66564446
229.1140489,6.234559578,1428.425188,52735.58307,12026901.58,99.99879999
107.0724872,11.29094727,1208.949807,12903.94945,1227406.918,100
186.0804879,12.61768121,2347.904275,36634.75701,6443054.088,99.99999981
202.0033705,5.077329685,1025.637709,40936.25157,8242794.813,99.99999395
207.2354989,21.85365806,4528.853732,53383.47385,8899572.554,99.99998229
236.2785021,14.37159533,3395.699017,58795.87942,13190638.76,99.99562726
155.5192195,24.91415364,3874.62973,39650.81781,3760802.533,100
125.7721131,22.6829387,2852.881132,27489.3527,1989027.305,100
178.5351353,15.01552616,2680.798994,35260.28555,5690545.29,99.99999997
291.2811446,17.54116255,5109.409905,90241.9873,24713355.14,71.28717051
137.4261784,11.29103999,1551.684475,20325.4219,2595297.063,100
280.796791,11.06712209,3107.612368,80202.35213,22139816.56,93.84159418
208.76119,7.604099244,1587.440807,44020.92116,9098012.545,99.99997589
191.3822843,15.90800433,3044.510207,40652.93153,7009540.074,99.99999937
276.408282,6.633425302,1833.533692,76693.42456,21117973.97,96.82192932
191.7207924,13.93719318,2672.049721,39464.09724,7046860.504,99.99999933
244.8335273,11.4344884,2799.546128,61438.48716,14676037.05,99.98052151
179.8050643,20.81066671,3741.863266,41342.6248,5812639.683,99.99999995
280.8088786,12.62891228,3546.310694,80867.80425,22142638.88,93.83059429
238.005004,23.02990604,5481.232879,68860.90457,13481591.99,99.99406517
239.9244109,8.790608602,2109.08159,58243.01544,13810865.03,99.99167998
165.5440803,23.61093148,3908.649938,40567.37218,4536151.976,100
251.3557285,16.86573289,4239.298579,67977.20968,15880295.64,99.941244
227.2122111,7.404832045,1682.468262,52031.40719,11729863.92,99.99915446
148.0040547,15.04300341,2226.425499,25309.3108,3241832.156,100
132.1077645,10.35836375,1368.420279,18563.86932,2305498.37,100
259.2782949,19.98072994,5180.56959,75202.13241,17429644.87,99.7836925
291.8333206,18.02618878,5260.642528,91024.17956,24854152.13,68.91023911
191.6277655,6.254730226,1198.579977,36965.89586,7036762.473,99.99999934
218.1968331,13.3509244,2913.129422,49989.62261,10388141.98,99.99984563
271.5445288,22.74272406,6175.66229,85499.68437,20022207.22,98.49270113
191.4446907,13.15653985,2518.749702,38928.39481,7016479.585,99.99999937
290.3748954,19.87261123,5770.507407,92165.68495,24483313.51,74.81077757
215.1502324,7.267651425,1563.636893,46673.49082,9959170.221,99.99991446
264.1534241,22.33833254,5900.74703,80923.88401,18431342.79,99.52703422
281.7687437,15.04863527,4240.235054,82801.56028,22370415.49,92.88018426
263.1047638,23.95144336,6301.738848,82964.38049,18212621.2,99.59982826
131.8828927,15.74642344,2076.683873,21297.42073,2293604.046,100
225.7796878,20.38451368,4602.409134,59446.81174,11509035.37,99.999352
179.6868517,24.44227792,4391.955968,46889.79134,5801017.485,99.99999996
112.5425904,19.5869402,2204.364988,20180.32952,1425062.193,100
184.8064504,16.54546673,3057.708976,38682.78647,6311499.324,99.99999986
151.7368134,12.33416279,1871.546558,24900.47611,3493445.445,100
269.8076617,5.850501751,1578.510197,72996.42745,19640931.34,98.84840139
106.6609253,13.65091418,1456.019138,13920.36615,1213247.321,100
291.7965444,13.24960916,3866.190167,87471.22059,24844906.38,69.07176384
171.0737697,21.46124515,3671.456111,39150.96321,5006224.506,99.99999999
171.3413781,8.785054124,1505.24328,30035.87351,5030140.356,99.99999999
103.2657005,19.85289704,2050.12332,18488.57653,1100811.147,100
137.046465,5.751272258,788.1915325,18971.96918,2573937.118,100
180.2519002,22.72730656,4096.640193,44230.09371,5856002.446,99.99999995
285.8582835,18.35885192,5248.029897,87902.76234,23358560.64,86.96001353
